"","genes","logFC","logCPM","PValue","FDR"
"Tube1","Tube1",1.50337897493276,1.45301465933387,0.0136260773430742,0.498649544673928
"Runx2","Runx2",1.62079437448061,6.41665116344038,0.0138017015042756,0.502055517585574
"Dut","Dut",1.33896522532687,4.88747595339511,0.0138124763644697,0.502055517585574
"Coro1a","Coro1a",1.71330885470041,8.90962951300989,0.0139139109140282,0.503028297554989
"Carns1","Carns1",1.61446256702189,2.80664248240797,0.0139327477155299,0.503028297554989
"Soat2","Soat2",1.43494561792826,3.89499604675874,0.0140216207804653,0.504458807820835
"Mpp2","Mpp2",1.45949822505386,2.73100773798487,0.0140661439117251,0.504458807820835
"Rrad","Rrad",1.35176724207455,5.85929697907019,0.0143143692209964,0.511655476573757
"Cenpm","Cenpm",1.593508084782,3.05508865134499,0.0145016656609404,0.515696701020126
"Lifr","Lifr",-1.26707036205956,4.67692916484258,0.014523292165545,0.515696701020126
"Sidt1","Sidt1",1.69481418024379,4.91198583440816,0.0147588872664921,0.521059696181164
"Fyn","Fyn",1.77280692711824,6.79717446289141,0.0147711875950604,0.521059696181164
"E2f2","E2f2",1.40918061004853,5.47776217669929,0.0149568094814563,0.523435984354312
"Crispld2","Crispld2",-1.43079280233377,1.53857491548385,0.0149700554447919,0.523435984354312
"Racgap1","Racgap1",1.46125314493854,5.99228813922312,0.015021129465278,0.523435984354312
"Plcg1","Plcg1",1.42242967598086,6.87672740191073,0.0150331554201582,0.523435984354312
"Rundc3b","Rundc3b",1.70551833165287,2.42784719189902,0.015083198723626,0.523484306669329
"Anxa6","Anxa6",1.52391802628334,8.52675489948851,0.0152479078058389,0.527499164254087
"2310001H17Rik","2310001H17Rik",1.61406515047306,1.86874176415886,0.0153012406366481,0.527647589774668
"Il7r","Il7r",1.80984277367959,6.44980121676466,0.0154757247498919,0.531959497073759
"Nrgn","Nrgn",1.50632255100524,3.14122111027603,0.0155973746251916,0.534433610166994
"Ccdc92","Ccdc92",1.40865994695243,3.87885356023387,0.0156843497552434,0.535707679417981
"Matk","Matk",1.51075342695616,4.6214977980908,0.015801085130045,0.537873883926043
"2810001G20Rik","2810001G20Rik",1.5052342740225,2.49637017693667,0.015847757338466,0.537873883926043
"Nrm","Nrm",1.39620637249459,5.27840721262973,0.0159518194526791,0.538609612124194
"Ltf","Ltf",-1.31672710245872,4.63123914644983,0.0159695572327928,0.538609612124194
"Robo4","Robo4",-1.52579492742137,3.84917766967103,0.0160785848810852,0.540592171048736
"Rasgrp1","Rasgrp1",1.58223705530766,5.6866533062094,0.0161951875846931,0.542816271724962
"Nusap1","Nusap1",1.37496762939646,4.94380902543475,0.0168712270804228,0.563719043969778
"Ikzf1","Ikzf1",1.72995408745805,6.80401571518496,0.0171583533085224,0.570277944724975
"Zfand4","Zfand4",1.46575611543151,1.83037953500256,0.0171920184802019,0.570277944724975
"Tacstd2","Tacstd2",-1.66436386769503,5.99767272983008,0.0172708842470643,0.570277944724975
"Adgrl4","Adgrl4",-1.4018754300936,3.59769274791965,0.0172795436360574,0.570277944724975
"Selplg","Selplg",1.85975799608447,9.49276606537471,0.0173967731794354,0.572391078402279
"Rad54l","Rad54l",1.4011736052173,2.53437365734197,0.0176634445353087,0.579393291937153
"Rexo5","Rexo5",1.54444236053952,3.96737465657999,0.0180198742830033,0.589288229212256
"Rcsd1","Rcsd1",1.48010854284337,5.32899351595775,0.0182492211989719,0.594979911756783
"Hsd11b1","Hsd11b1",1.46199947694493,4.21250680665847,0.0184852607209908,0.600854743495893
"Cdc45","Cdc45",1.32549590208956,4.05601880548982,0.0186303769957176,0.603747668966643
"Ccsap","Ccsap",1.59633028481747,2.22693809338066,0.0187547860834318,0.605954184599527
"Foxm1","Foxm1",1.31574129565033,5.42664228040518,0.0189240448825778,0.609592212250462
"Sema4b","Sema4b",-1.27905648007879,6.41091888028527,0.019135276465149,0.614556535786681
"Mcm5","Mcm5",1.3268509536507,6.01627027155908,0.0193028701841921,0.616630898584012
"Grk6","Grk6",1.41653668947988,6.63002976416511,0.0193144913860779,0.616630898584012
"Steap4","Steap4",-1.37147080146344,3.46246620465898,0.0194113776923921,0.616702381830566
"Ccdc88c","Ccdc88c",1.35757189534803,6.86519746083822,0.0194313697779126,0.616702381830566
"Tmem71","Tmem71",1.49955141384542,4.74021570483046,0.0196348976153977,0.621329010129599
"Gpr183","Gpr183",1.63535322703268,4.695134574478,0.019751718903233,0.6231927967152
"Oas3","Oas3",1.74486528526632,5.74885851812109,0.0199424907637311,0.626934309956075
"Mmp19","Mmp19",-1.51723095779766,6.45863146169625,0.0200082594841189,0.626934309956075
"Tut4","Tut4",1.42360716042978,5.91117144734432,0.0200451159610456,0.626934309956075
"Reck","Reck",1.51728751309795,2.92933549326316,0.0203902190167594,0.635879322902362
"Slco4c1","Slco4c1",-1.30814143208682,3.64760097227525,0.0205480987373178,0.638950850620816
"Thbd","Thbd",-1.42645564854611,5.69755266116504,0.02085886350141,0.646744992540835
"Ifi213","Ifi213",1.78396052945338,4.34563824563073,0.0209604643117924,0.648027688306249
"Erg","Erg",-1.37410540869659,1.70434666229585,0.0211419002863148,0.651764198224818
"Atp2b4","Atp2b4",1.56306735134437,6.06840267752695,0.0214932679476538,0.660360378636572
"A930005H10Rik","A930005H10Rik",1.46247656200827,2.59300491260888,0.0215434978066211,0.660360378636572
"Cdc25b","Cdc25b",1.28863126207059,6.46965739292556,0.0217546416907741,0.663743416985412
"Gabbr1","Gabbr1",1.21248137692647,5.60908491333356,0.0218190182146081,0.663743416985412
"S1pr1","S1pr1",1.48961472125082,5.69579109413621,0.0218389413154416,0.663743416985412
"Rad51","Rad51",1.32870089684357,3.12972689302001,0.0224217902894896,0.67953814570315
"Camk2n2","Camk2n2",-1.30844880304993,2.07354170412076,0.0226851887035341,0.685589733880123
"Prkcg","Prkcg",-1.25818343169803,3.75745136372328,0.0227663682072604,0.686115841854103
"Slco3a1","Slco3a1",1.36687038059874,5.74542633082892,0.0229549542170226,0.688198726816302
"Trim47","Trim47",-1.17155274758679,4.82904847416108,0.0229634113697418,0.688198726816302
"Sh3pxd2a","Sh3pxd2a",-1.26394803331668,5.51889812259987,0.0233788230062763,0.695980650571543
"Rhoj","Rhoj",-1.2844678113028,2.63166536258196,0.0233848320191206,0.695980650571543
"Rasgrp3","Rasgrp3",-1.29205880405211,3.54801730766101,0.0234171387217119,0.695980650571543
"Arhgap45","Arhgap45",1.51372131183948,8.94927222106688,0.0235139092057421,0.696931540343195
"Hemk1","Hemk1",1.32570093513241,3.82843429377125,0.0236922440686606,0.700288060260218
"Cp","Cp",-1.17315595900139,4.99808869938468,0.0238208565772578,0.702160536752648
"Fgd5","Fgd5",-1.36408178744759,2.95560007446784,0.0239479815162802,0.703979052277754
"Orc1","Orc1",1.51363967721824,2.60253508925698,0.0240806445587749,0.705950013100435
"Limd2","Limd2",1.34533861159423,6.97767105627052,0.0243634814672646,0.712300807354076
"Haus4","Haus4",1.27812115509383,4.02608563536929,0.0245750570533127,0.714940849164939
"Ccnb2","Ccnb2",1.30951758321795,4.88659317494406,0.0246400787270317,0.714940849164939
"Iqgap2","Iqgap2",1.34235504112117,6.33891683229102,0.0246531327298255,0.714940849164939
"Zbtb25","Zbtb25",1.40225985516574,4.07500819697418,0.0250428786604721,0.724291213731234
"Palm","Palm",1.29034140875199,4.3246634854558,0.0256877757997078,0.734702839593412
"Prr11","Prr11",1.25121207974256,3.97981943079361,0.0257633785888524,0.734702839593412
"Prg4","Prg4",-1.370318645222,2.12541212835566,0.025801584276464,0.734702839593412
"Smpd5","Smpd5",1.2968759235596,2.65139011109296,0.0258034270332256,0.734702839593412
"C2","C2",-1.24705548205686,2.93495331296532,0.0258063580149361,0.734702839593412
"Cdt1","Cdt1",1.24878292302385,5.9325145916695,0.0258629840611125,0.734702839593412
"Tnfsf14","Tnfsf14",1.51759482686351,3.77540991635072,0.0258808789112281,0.734702839593412
"Cdkn3","Cdkn3",1.40272185139086,2.53870550458046,0.0262160419536108,0.741010070602701
"Cd34","Cd34",-1.21486072462273,4.70242839058461,0.0262408064782628,0.741010070602701
"Insl6","Insl6",1.56664578340393,2.07809037531791,0.02631589429102,0.74118509601331
"Tedc1","Tedc1",1.25627961967206,3.23066299195428,0.0264302361825649,0.742461908846515
"Nmrk1","Nmrk1",1.41940702039561,2.79707239367832,0.0267058376976465,0.748250280700466
"Cacna1a","Cacna1a",1.83458747916712,3.36056455176346,0.0270854267143398,0.756914561089823
"Ttc39c","Ttc39c",1.57268203585201,5.28159297988334,0.027217361787726,0.758631076357887
"Ccr2","Ccr2",1.54070259641112,6.94020569482457,0.0274257357002052,0.761564144313582
"Ushbp1","Ushbp1",-1.28074431300321,3.03751635738321,0.0274641591220067,0.761564144313582
"Farp2","Farp2",-1.35977284513783,2.18873616518537,0.0275523301391322,0.762045038475381
"Cd52","Cd52",1.67267921137022,9.2997178445225,0.0277693210021468,0.766077242723327
"Zfp280b","Zfp280b",1.18245601242439,3.75779908129666,0.0279314192428352,0.768578362234436
"Cdh5","Cdh5",-1.16073293568041,5.38994922902513,0.0289710042792944,0.795150599594205
"Hnmt","Hnmt",-1.18135108594334,3.012671130022,0.0291247508801857,0.797336373333126
"Aph1c","Aph1c",-1.44034516735825,4.06655312736761,0.0297080847907511,0.811241838232718
"Sh2d5","Sh2d5",1.43119252510258,2.10035418288135,0.0301256357198546,0.820561303063079
"Ifit1","Ifit1",2.17239010530156,5.31598625120657,0.0304940754514991,0.828499388340097
"Slc22a18","Slc22a18",-1.30043565373772,4.06796898305299,0.0306701179011483,0.831183371532632
"Igf2bp3","Igf2bp3",1.68545399227537,2.08669218902651,0.0308760967111552,0.834663126922913
"Sh2d3c","Sh2d3c",1.2057626017361,5.16644688113376,0.0311332519019145,0.837324310466703
"Zc3hav1","Zc3hav1",1.47700059342463,8.19244256549845,0.0311701206291139,0.837324310466703
"Cd55","Cd55",-1.18479512894004,5.05203776114464,0.0312080164046052,0.837324310466703
"Snora65","Snora65",1.2803307369454,1.76632004052712,0.0313668629309417,0.839492732024881
"Arhgap33","Arhgap33",1.33380606919561,3.52361201898859,0.0317845416642249,0.848560505621329
"Itga1","Itga1",1.24980958624538,5.73349034121527,0.0319526504695344,0.850937045548812
"Kntc1","Kntc1",1.30694589427285,3.97406372937411,0.0320400700947499,0.851158306541764
"Padi4","Padi4",-1.42513889386149,3.43498362265003,0.0321655194204907,0.852386264643004
"Aqp1","Aqp1",-1.28852439180921,5.71337639227719,0.0322902234463676,0.852982589636486
"Ptp4a3","Ptp4a3",1.20520083689534,5.95718781075012,0.0323465839363962,0.852982589636486
"Dcaf15","Dcaf15",1.15898361147747,5.79200693742234,0.0328895385392639,0.865179816977849
"Gbp4","Gbp4",1.52933904817186,5.76420278883828,0.033258512978059,0.872752051538871
"Tgtp2","Tgtp2",1.65640584726576,3.85950720871983,0.0340053772266264,0.890179692411858
"Nphp4","Nphp4",1.37912470236604,1.4839737852501,0.0344426619320291,0.899438348851215
"H2-Q6","H2-Q6",1.72995754371313,8.81705372111684,0.0346586066089676,0.902878864529604
"Herc3","Herc3",1.08018000426296,5.25339863003229,0.0347422483423419,0.902878864529604
"Mthfd1l","Mthfd1l",1.15855527123059,4.38862208852889,0.0348524129326967,0.9035593029949
"Bard1","Bard1",1.34361763805143,3.08069938722358,0.0350795695545568,0.905230747584148
"Polg2","Polg2",1.23210938003256,3.61717983177,0.0350851586339427,0.905230747584148
"Prim1","Prim1",1.20169576673937,3.99738498274316,0.0353130770215708,0.906451955317054
"Eng","Eng",-1.09318173040739,6.0935243981764,0.0353534766887996,0.906451955317054
"Hdhd5","Hdhd5",1.17722760502321,4.51196241861817,0.0354340618925725,0.906451955317054
"Rasip1","Rasip1",-1.18246324260797,3.58980945335368,0.0354764889881871,0.906451955317054
"Mcam","Mcam",-1.2034908051128,5.33263068082043,0.0356080131770274,0.906451955317054
"Tmsb10","Tmsb10",1.28869541517663,9.57791993403517,0.0356379939677585,0.906451955317054
"Tspyl3","Tspyl3",1.36439419886637,2.19077453772903,0.0361483561471058,0.91726453723281
"Sp4","Sp4",1.17929329509616,5.24479345349171,0.0364236030106801,0.918838449452899
"Gmfg","Gmfg",1.39830992653026,5.67749447201265,0.0365103222767329,0.918838449452899
"Hgf","Hgf",-1.26733275633958,2.88484183651797,0.0366044341092018,0.918838449452899
"Npm3","Npm3",1.13641615575268,5.28800284278432,0.0366628606235525,0.918838449452899
"Gpat3","Gpat3",-1.29891989861213,4.34392464330169,0.0367296866572537,0.918838449452899
"Nxpe4","Nxpe4",-1.2216240239244,1.25050491752596,0.0368994331167556,0.918838449452899
"Wdhd1","Wdhd1",1.20135251086246,3.60197842432786,0.0369276547716314,0.918838449452899
"Tuba1a","Tuba1a",1.22741773038198,6.72578762766703,0.0370198946381319,0.918838449452899
"Tal1","Tal1",-1.23636069544753,1.55538408236532,0.0371496670779579,0.918838449452899
"Nuak2","Nuak2",-1.14695983499746,5.78599323022734,0.0371845174783959,0.918838449452899
"Cmtm7","Cmtm7",1.27367988030049,6.23747071575262,0.0373058672683496,0.918838449452899
"Scd1","Scd1",-1.2177929457884,10.3891921697432,0.0375095744218365,0.918838449452899
"Card6","Card6",1.21003031315587,3.94323110454342,0.037521198924051,0.918838449452899
"Ptprb","Ptprb",-1.18906078558496,4.13877828050231,0.0375264759156094,0.918838449452899
"Lcn2","Lcn2",-1.23301788194508,9.296589372819,0.037549897695906,0.918838449452899
"A530064D06Rik","A530064D06Rik",-1.24219182747394,2.12480451572835,0.0375768117631077,0.918838449452899
"Cers4","Cers4",1.33849136476947,3.30932035346411,0.0376875348164653,0.919456206554083
"Tpx2","Tpx2",1.10695330530001,5.39140582820504,0.0379749724807281,0.92264643069611
"Plvap","Plvap",-1.20703018162011,6.14524701423952,0.0379898102796149,0.92264643069611
"Scn1b","Scn1b",-1.05364455060046,4.45156722420791,0.0381985913325248,0.925627576906834
"Ezh2","Ezh2",1.09672530672031,5.35980005690282,0.0383026312223699,0.926062942295455
"Dnaaf2","Dnaaf2",1.16408882997056,3.50151779266894,0.0386923270468813,0.929955582597864
"Gramd1a","Gramd1a",1.40975714866581,8.69132220412466,0.0387553569968412,0.929955582597864
"L1cam","L1cam",1.19417313074926,5.60207861726292,0.0387718803087455,0.929955582597864
"Ccna2","Ccna2",1.18466978234108,5.37979070607394,0.0388093741599071,0.929955582597864
"Gpr35","Gpr35",-1.23879927272855,6.54408029686908,0.0390206587389084,0.93280106764897
"Aurkb","Aurkb",1.16133019428563,4.26771260280975,0.0391015225866424,0.93280106764897
"Ccdc122","Ccdc122",-1.14126091749976,2.61822855782967,0.0392649606528851,0.934242382653805
"Ltb4r1","Ltb4r1",1.1820679515514,4.11090655004388,0.03940917328763,0.934242382653805
"Gng2","Gng2",1.42501944696173,6.28699850491318,0.0394224409075962,0.934242382653805
"Rpa1","Rpa1",1.16856578292722,6.25663360323417,0.0395853224450607,0.934290452391159
"Peli2","Peli2",-1.237820570644,3.76137485024579,0.0395981453936582,0.934290452391159
"Chtf18","Chtf18",1.15726285465093,3.55749303114577,0.0398382425372943,0.937898580872538
"Hsh2d","Hsh2d",1.30455767791616,1.88822401263478,0.0404828381936494,0.95099313564514
"Trp53","Trp53",1.27720871744161,6.06613714157873,0.0406429882093571,0.952338270860873
"Nlrc5","Nlrc5",1.53530735441014,6.82568289768717,0.0407844024204016,0.952338270860873
"Zfp382","Zfp382",1.40232146336116,2.6633341393943,0.0408597277743509,0.952338270860873
"Sh3bgrl2","Sh3bgrl2",-1.04996681451749,5.08718976971983,0.0409378469628111,0.952338270860873
"Cd2","Cd2",1.79628845740087,6.86358724582929,0.0409860813254455,0.952338270860873
"Piwil2","Piwil2",-1.13569682813278,2.97165406491694,0.0412363834187929,0.952338270860873
"Tex9","Tex9",1.30436611952904,2.52721473087303,0.0413013420766406,0.952338270860873
"Hsd3b7","Hsd3b7",-1.08699450990292,6.1595821826802,0.0413665619422097,0.952338270860873
"Klhl6","Klhl6",1.48522468152009,5.450775610308,0.0413870606366856,0.952338270860873
"Ddb2","Ddb2",1.12518338279661,4.27293549470826,0.0415458014189943,0.952338270860873
"AW112010","AW112010",1.45370456172421,6.6988614720872,0.0415919664684666,0.952338270860873
"Gpr157","Gpr157",-1.40460134547784,2.99357051743321,0.0416022852778707,0.952338270860873
"Snord104","Snord104",1.15005058061784,2.88739801065533,0.0421785140542065,0.960780460552964
"Kif18a","Kif18a",1.16029940665043,2.28757101643729,0.0423839513069604,0.960780460552964
"Mki67","Mki67",1.26867870879896,7.74222929675427,0.0424077465439512,0.960780460552964
"Acta2","Acta2",-1.37921479278779,5.43617422529945,0.0425013652225715,0.960780460552964
"Cd200","Cd200",-1.09029734184704,5.99722545259656,0.0425226510851426,0.960780460552964
"Il12rb2","Il12rb2",1.68148881249043,5.02763117210817,0.0426021192801022,0.960780460552964
"Riox2","Riox2",1.08323683396363,4.88669867596645,0.042647565804898,0.960780460552964
"Sp100","Sp100",1.43401905291182,6.84573862342068,0.0428702173565363,0.960780460552964
"Adamts1","Adamts1",-1.13442122042523,6.32750521906327,0.0429341988050674,0.960780460552964
"Il6st","Il6st",-1.13625246398954,5.94033040904479,0.0429363449695138,0.960780460552964
"Rasa3","Rasa3",1.3219590706262,7.03560586800626,0.0429533787086138,0.960780460552964
"Fgfr1","Fgfr1",-1.15739849427513,3.2348708131214,0.0431374885409351,0.962262331958687
"Lpxn","Lpxn",1.50392314548092,5.93144147380543,0.0431985041673061,0.962262331958687
"Mctp1","Mctp1",-1.11278172640384,3.9004787714274,0.0436179980769605,0.964543220801691
"Atad5","Atad5",1.13627906338809,3.31355005191267,0.0436506960131066,0.964543220801691
"H2ax","H2ax",1.13771545071749,5.77629148665144,0.0436777156197524,0.964543220801691
"Vamp1","Vamp1",1.13926909128096,2.31622755594114,0.0437100008850879,0.964543220801691
"Pmel","Pmel",1.36717058812228,1.55195174428138,0.0438097062710649,0.964543220801691
"Arhgap4","Arhgap4",1.32994436463861,6.60313048327412,0.0438963229103309,0.964543220801691
"Sema6b","Sema6b",-1.06579941548169,3.82570550668176,0.0439284485726209,0.964543220801691
"Ttc39a","Ttc39a",-1.2707560964109,4.39273368922365,0.044088087207112,0.966076843709405
"Zc3hav1l","Zc3hav1l",1.1226116039018,3.37049715312218,0.0443890683769913,0.97069509485376
"Ldb2","Ldb2",-1.13468785551594,2.65500347956104,0.0450455424462435,0.983052720444491
"Pfkfb2","Pfkfb2",-1.10793102299889,5.40720170174978,0.0451514884800096,0.983370171166848
"Dbf4","Dbf4",1.12440698975463,5.30381255270352,0.0452928972651789,0.98445713469911
"Impdh1","Impdh1",1.2075660125915,6.67259976694074,0.0454555237978224,0.984725172099549
"Smc2","Smc2",1.07737296485132,5.2948555228245,0.0454882805589252,0.984725172099549
"Rgs14","Rgs14",1.24423097350718,4.96986071132735,0.046389727142947,1
"Lrg1","Lrg1",-1.12870726534026,7.35109300853625,0.0465385148682146,1
"Tlr4","Tlr4",-1.09553117965841,5.58915745533282,0.0465666939803143,1
"Ang","Ang",-1.06329798374849,4.10970213012104,0.0468727683892726,1
"Dennd1c","Dennd1c",1.21389051356293,6.28203480445461,0.047119625019733,1
"Tmem191c","Tmem191c",1.18386522599752,2.38979933401139,0.0475819985249679,1
"Fancd2","Fancd2",1.16118896688358,3.2453723087717,0.0477727499289613,1
"Rcn3","Rcn3",1.02868275400846,4.23289640922622,0.0477811880558915,1
"Arid5a","Arid5a",1.30678200698232,6.8574851459911,0.0478080507773846,1
"Gramd1b","Gramd1b",1.08106432980604,5.9618245261487,0.0486035448944435,1
"Nuf2","Nuf2",1.1271879009924,3.64031311348879,0.0487433654331357,1
