## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/4301S_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/4301S_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/4301S_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Mar 29 02:09:48 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	21815678	6570834	0	0	10401132	0	0.476773	14808652

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	6921044	6921044
2.0	1.229197	2713851	2713851
3.0	1.281729	992109	992109
4.0	1.293769	363806	363806
5.0	1.296529	147494	147494
6.0	1.297161	71155	71155
7.0	1.297306	41310	41310
8.0	1.297339	27521	27521
9.0	1.297347	19861	19861
10.0	1.297349	15090	15090
11.0	1.297349	11700	11700
12.0	1.297349	9563	9563
13.0	1.297349	7770	7770
14.0	1.297349	6606	6606
15.0	1.297349	5771	5771
16.0	1.297349	4859	4859
17.0	1.297349	4094	4094
18.0	1.297349	3703	3703
19.0	1.297349	3329	3329
20.0	1.297349	2911	2911
21.0	1.297349	2543	2543
22.0	1.297349	2344	2344
23.0	1.297349	2024	2024
24.0	1.297349	1907	1907
25.0	1.297349	1614	1614
26.0	1.297349	1520	1520
27.0	1.297349	1414	1414
28.0	1.297349	1273	1273
29.0	1.297349	1222	1222
30.0	1.297349	1100	1100
31.0	1.297349	1040	1040
32.0	1.297349	991	991
33.0	1.297349	898	898
34.0	1.297349	898	898
35.0	1.297349	850	850
36.0	1.297349	749	749
37.0	1.297349	699	699
38.0	1.297349	693	693
39.0	1.297349	603	603
40.0	1.297349	571	571
41.0	1.297349	533	533
42.0	1.297349	552	552
43.0	1.297349	460	460
44.0	1.297349	472	472
45.0	1.297349	483	483
46.0	1.297349	400	400
47.0	1.297349	407	407
48.0	1.297349	367	367
49.0	1.297349	344	344
50.0	1.297349	349	349
51.0	1.297349	335	335
52.0	1.297349	298	298
53.0	1.297349	305	305
54.0	1.297349	307	307
55.0	1.297349	289	289
56.0	1.297349	257	257
57.0	1.297349	279	279
58.0	1.297349	258	258
59.0	1.297349	234	234
60.0	1.297349	219	219
61.0	1.297349	223	223
62.0	1.297349	237	237
63.0	1.297349	207	207
64.0	1.297349	175	175
65.0	1.297349	193	193
66.0	1.297349	195	195
67.0	1.297349	193	193
68.0	1.297349	155	155
69.0	1.297349	149	149
70.0	1.297349	148	148
71.0	1.297349	156	156
72.0	1.297349	140	140
73.0	1.297349	166	166
74.0	1.297349	132	132
75.0	1.297349	132	132
76.0	1.297349	137	137
77.0	1.297349	130	130
78.0	1.297349	141	141
