## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/4397L_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/4397L_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/4397L_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Mar 29 00:42:49 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	25475999	4968880	0	0	7493072	0	0.294123	34318436

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	14539982	14539982
2.0	1.475998	2391639	2391639
3.0	1.702572	519718	519718
4.0	1.810421	187781	187781
5.0	1.861757	94577	94577
6.0	1.886193	57052	57052
7.0	1.897824	37919	37919
8.0	1.903361	26965	26965
9.0	1.905996	19967	19967
10.0	1.90725	15296	15296
11.0	1.907847	11997	11997
12.0	1.908132	9491	9491
13.0	1.908267	7931	7931
14.0	1.908331	6599	6599
15.0	1.908362	5661	5661
16.0	1.908377	4750	4750
17.0	1.908384	4004	4004
18.0	1.908387	3581	3581
19.0	1.908388	3176	3176
20.0	1.908389	2726	2726
21.0	1.90839	2362	2362
22.0	1.90839	2174	2174
23.0	1.90839	1937	1937
24.0	1.90839	1723	1723
25.0	1.90839	1523	1523
26.0	1.90839	1409	1409
27.0	1.90839	1331	1331
28.0	1.90839	1176	1176
29.0	1.90839	1031	1031
30.0	1.90839	961	961
31.0	1.90839	892	892
32.0	1.90839	834	834
33.0	1.90839	748	748
34.0	1.90839	727	727
35.0	1.90839	629	629
36.0	1.90839	626	626
37.0	1.90839	579	579
38.0	1.90839	547	547
39.0	1.90839	507	507
40.0	1.90839	452	452
41.0	1.90839	424	424
42.0	1.90839	419	419
43.0	1.90839	348	348
44.0	1.90839	371	371
45.0	1.90839	324	324
46.0	1.90839	337	337
47.0	1.90839	299	299
48.0	1.90839	285	285
49.0	1.90839	303	303
50.0	1.90839	241	241
51.0	1.90839	251	251
52.0	1.90839	221	221
53.0	1.90839	198	198
54.0	1.90839	235	235
55.0	1.90839	185	185
56.0	1.90839	183	183
57.0	1.90839	181	181
58.0	1.90839	156	156
59.0	1.90839	171	171
60.0	1.90839	164	164
61.0	1.90839	145	145
62.0	1.90839	129	129
63.0	1.90839	139	139
64.0	1.90839	110	110
65.0	1.90839	113	113
66.0	1.90839	122	122
67.0	1.90839	118	118
68.0	1.90839	121	121
69.0	1.90839	121	121
70.0	1.90839	100	100
71.0	1.90839	95	95
72.0	1.90839	102	102
73.0	1.90839	96	96
74.0	1.90839	74	74
75.0	1.90839	93	93
76.0	1.90839	75	75
77.0	1.90839	87	87
78.0	1.90839	83	83
79.0	1.90839	83	83
80.0	1.90839	69	69
81.0	1.90839	75	75
82.0	1.90839	59	59
83.0	1.90839	74	74
84.0	1.90839	64	64
85.0	1.90839	53	53
86.0	1.90839	57	57
87.0	1.90839	50	50
88.0	1.90839	49	49
89.0	1.90839	54	54
90.0	1.90839	33	33
91.0	1.90839	38	38
92.0	1.90839	37	37
93.0	1.90839	40	40
94.0	1.90839	37	37
95.0	1.90839	54	54
96.0	1.90839	42	42
97.0	1.90839	40	40
98.0	1.90839	36	36
99.0	1.90839	45	45
100.0	1.90839	24	24
101.0	0	37	37
102.0	0	32	32
103.0	0	35	35
104.0	0	28	28
105.0	0	27	27
106.0	0	34	34
107.0	0	26	26
108.0	0	32	32
109.0	0	30	30
110.0	0	25	25
111.0	0	21	21
112.0	0	22	22
113.0	0	22	22
114.0	0	29	29
115.0	0	21	21
116.0	0	25	25
117.0	0	17	17
118.0	0	23	23
119.0	0	21	21
120.0	0	23	23
121.0	0	18	18
122.0	0	24	24
123.0	0	19	19
124.0	0	25	25
125.0	0	22	22
126.0	0	23	23
127.0	0	16	16
128.0	0	24	24
129.0	0	22	22
130.0	0	18	18
131.0	0	11	11
132.0	0	19	19
133.0	0	13	13
134.0	0	10	10
135.0	0	16	16
136.0	0	13	13
137.0	0	9	9
138.0	0	24	24
139.0	0	14	14
140.0	0	12	12
141.0	0	11	11
142.0	0	25	25
143.0	0	11	11
144.0	0	18	18
145.0	0	16	16
146.0	0	12	12
147.0	0	14	14
148.0	0	6	6
149.0	0	11	11
150.0	0	9	9
151.0	0	6	6
152.0	0	9	9
153.0	0	7	7
154.0	0	11	11
155.0	0	13	13
156.0	0	10	10
157.0	0	8	8
158.0	0	6	6
159.0	0	10	10
160.0	0	8	8
161.0	0	5	5
162.0	0	8	8
163.0	0	12	12
164.0	0	9	9
165.0	0	6	6
166.0	0	9	9
167.0	0	5	5
168.0	0	4	4
169.0	0	10	10
170.0	0	10	10
171.0	0	8	8
172.0	0	9	9
173.0	0	11	11
174.0	0	3	3
175.0	0	5	5
176.0	0	4	4
177.0	0	9	9
178.0	0	4	4
179.0	0	6	6
180.0	0	3	3
181.0	0	11	11
182.0	0	12	12
183.0	0	5	5
184.0	0	7	7
185.0	0	7	7
186.0	0	2	2
187.0	0	2	2
188.0	0	4	4
189.0	0	3	3
190.0	0	8	8
191.0	0	4	4
192.0	0	2	2
193.0	0	1	1
194.0	0	5	5
195.0	0	2	2
196.0	0	3	3
197.0	0	3	3
198.0	0	2	2
199.0	0	7	7
200.0	0	2	2
201.0	0	2	2
202.0	0	2	2
203.0	0	4	4
204.0	0	4	4
205.0	0	1	1
206.0	0	1	1
207.0	0	3	3
208.0	0	3	3
209.0	0	2	2
210.0	0	2	2
211.0	0	2	2
212.0	0	4	4
213.0	0	3	3
214.0	0	3	3
215.0	0	2	2
216.0	0	1	1
217.0	0	4	4
218.0	0	6	6
219.0	0	4	4
220.0	0	3	3
221.0	0	1	1
222.0	0	3	3
223.0	0	3	3
224.0	0	4	4
225.0	0	5	5
226.0	0	3	3
227.0	0	1	1
228.0	0	1	1
229.0	0	3	3
230.0	0	2	2
231.0	0	2	2
232.0	0	2	2
233.0	0	1	1
234.0	0	4	4
235.0	0	2	2
236.0	0	2	2
237.0	0	1	1
238.0	0	3	3
239.0	0	3	3
240.0	0	1	1
241.0	0	1	1
242.0	0	3	3
243.0	0	2	2
244.0	0	4	4
246.0	0	4	4
247.0	0	2	2
248.0	0	2	2
249.0	0	1	1
250.0	0	2	2
251.0	0	3	3
252.0	0	2	2
254.0	0	1	1
255.0	0	3	3
256.0	0	1	1
257.0	0	3	3
260.0	0	1	1
261.0	0	3	3
264.0	0	3	3
265.0	0	2	2
266.0	0	3	3
267.0	0	1	1
268.0	0	2	2
269.0	0	2	2
270.0	0	3	3
271.0	0	1	1
272.0	0	1	1
274.0	0	1	1
275.0	0	2	2
276.0	0	1	1
277.0	0	1	1
279.0	0	1	1
280.0	0	1	1
281.0	0	1	1
282.0	0	1	1
283.0	0	1	1
284.0	0	4	4
285.0	0	1	1
286.0	0	2	2
288.0	0	1	1
289.0	0	1	1
291.0	0	1	1
292.0	0	3	3
295.0	0	1	1
296.0	0	1	1
297.0	0	2	2
298.0	0	1	1
301.0	0	2	2
302.0	0	1	1
304.0	0	4	4
305.0	0	1	1
306.0	0	1	1
307.0	0	1	1
308.0	0	2	2
309.0	0	1	1
310.0	0	2	2
311.0	0	1	1
312.0	0	1	1
313.0	0	2	2
314.0	0	1	1
319.0	0	1	1
328.0	0	2	2
329.0	0	2	2
335.0	0	1	1
337.0	0	1	1
339.0	0	2	2
342.0	0	1	1
344.0	0	1	1
347.0	0	1	1
350.0	0	1	1
351.0	0	1	1
357.0	0	1	1
359.0	0	1	1
364.0	0	2	2
368.0	0	1	1
376.0	0	2	2
382.0	0	1	1
390.0	0	1	1
391.0	0	1	1
393.0	0	2	2
395.0	0	1	1
396.0	0	1	1
397.0	0	1	1
400.0	0	1	1
403.0	0	1	1
404.0	0	2	2
409.0	0	1	1
410.0	0	1	1
411.0	0	1	1
413.0	0	1	1
415.0	0	1	1
416.0	0	1	1
419.0	0	1	1
430.0	0	1	1
432.0	0	1	1
435.0	0	1	1
436.0	0	2	2
437.0	0	2	2
446.0	0	1	1
448.0	0	1	1
450.0	0	1	1
469.0	0	1	1
472.0	0	1	1
482.0	0	1	1
