## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/4202S_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/4202S_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/4202S_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Mar 29 03:29:19 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	10966106	3984688	0	0	5695942	0	0.519413	6446588

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
238.0	0	1	1
239.0	0	3	3
240.0	0	5	5
241.0	0	1	1
242.0	0	4	4
243.0	0	1	1
244.0	0	3	3
245.0	0	2	2
246.0	0	4	4
247.0	0	3	3
248.0	0	4	4
249.0	0	2	2
250.0	0	2	2
251.0	0	2	2
252.0	0	2	2
253.0	0	2	2
254.0	0	1	1
255.0	0	4	4
256.0	0	1	1
257.0	0	2	2
258.0	0	4	4
259.0	0	4	4
261.0	0	3	3
262.0	0	3	3
263.0	0	2	2
264.0	0	3	3
265.0	0	1	1
267.0	0	4	4
268.0	0	1	1
270.0	0	3	3
271.0	0	2	2
272.0	0	2	2
273.0	0	5	5
274.0	0	1	1
276.0	0	1	1
277.0	0	2	2
278.0	0	4	4
279.0	0	5	5
280.0	0	1	1
281.0	0	1	1
283.0	0	3	3
284.0	0	2	2
285.0	0	3	3
286.0	0	1	1
287.0	0	3	3
289.0	0	2	2
291.0	0	1	1
292.0	0	3	3
294.0	0	1	1
295.0	0	3	3
296.0	0	5	5
297.0	0	1	1
298.0	0	1	1
299.0	0	1	1
302.0	0	3	3
303.0	0	3	3
304.0	0	2	2
305.0	0	1	1
306.0	0	1	1
307.0	0	2	2
308.0	0	1	1
309.0	0	1	1
310.0	0	2	2
311.0	0	1	1
312.0	0	3	3
314.0	0	2	2
315.0	0	2	2
316.0	0	3	3
317.0	0	1	1
318.0	0	1	1
319.0	0	2	2
320.0	0	4	4
321.0	0	2	2
323.0	0	1	1
324.0	0	1	1
325.0	0	2	2
327.0	0	1	1
329.0	0	1	1
330.0	0	2	2
332.0	0	1	1
339.0	0	1	1
340.0	0	2	2
342.0	0	1	1
343.0	0	1	1
345.0	0	1	1
346.0	0	1	1
349.0	0	1	1
350.0	0	2	2
351.0	0	1	1
354.0	0	1	1
357.0	0	2	2
359.0	0	1	1
360.0	0	1	1
364.0	0	1	1
365.0	0	1	1
366.0	0	3	3
367.0	0	1	1
368.0	0	1	1
372.0	0	2	2
373.0	0	1	1
374.0	0	2	2
376.0	0	2	2
379.0	0	2	2
381.0	0	2	2
383.0	0	3	3
386.0	0	1	1
387.0	0	3	3
389.0	0	1	1
393.0	0	1	1
397.0	0	1	1
398.0	0	3	3
400.0	0	1	1
405.0	0	1	1
409.0	0	1	1
412.0	0	1	1
413.0	0	1	1
414.0	0	1	1
417.0	0	1	1
418.0	0	1	1
419.0	0	1	1
423.0	0	1	1
426.0	0	1	1
430.0	0	1	1
432.0	0	2	2
434.0	0	1	1
436.0	0	1	1
441.0	0	2	2
445.0	0	1	1
447.0	0	1	1
451.0	0	2	2
455.0	0	1	1
461.0	0	1	1
464.0	0	1	1
471.0	0	1	1
472.0	0	1	1
473.0	0	1	1
475.0	0	1	1
482.0	0	1	1
483.0	0	1	1
486.0	0	1	1
488.0	0	1	1
492.0	0	1	1
500.0	0	1	1
504.0	0	1	1
506.0	0	1	1
508.0	0	1	1
513.0	0	1	1
516.0	0	3	3
521.0	0	1	1
522.0	0	1	1
528.0	0	1	1
538.0	0	1	1
540.0	0	1	1
545.0	0	1	1
550.0	0	1	1
553.0	0	1	1
561.0	0	1	1
566.0	0	1	1
570.0	0	1	1
574.0	0	1	1
586.0	0	2	2
595.0	0	1	1
602.0	0	1	1
605.0	0	1	1
608.0	0	1	1
609.0	0	1	1
619.0	0	1	1
653.0	0	2	2
662.0	0	1	1
665.0	0	1	1
677.0	0	1	1
678.0	0	1	1
714.0	0	1	1
723.0	0	1	1
744.0	0	1	1
762.0	0	1	1
768.0	0	1	1
793.0	0	1	1
797.0	0	1	1
803.0	0	1	1
889.0	0	1	1
895.0	0	1	1
920.0	0	1	1
979.0	0	1	1
1051.0	0	1	1
1082.0	0	1	1
1111.0	0	1	1
1564.0	0	1	1

