## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/4220L_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/4220L_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/4220L_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Mar 29 01:49:24 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	26149813	6236944	0	0	10926784	0	0.417853	21776682

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	9922536	9922536
2.0	1.300948	3330051	3330051
3.0	1.391518	1113836	1113836
4.0	1.418775	397398	397398
5.0	1.426978	163490	163490
6.0	1.429446	80464	80464
7.0	1.430189	47809	47809
8.0	1.430413	31571	31571
9.0	1.43048	22736	22736
10.0	1.4305	16932	16932
11.0	1.430507	13084	13084
12.0	1.430508	10427	10427
13.0	1.430509	8485	8485
14.0	1.430509	6784	6784
15.0	1.430509	5873	5873
16.0	1.430509	4877	4877
17.0	1.430509	4236	4236
18.0	1.430509	3528	3528
19.0	1.430509	3140	3140
20.0	1.430509	2736	2736
21.0	1.430509	2426	2426
22.0	1.430509	2128	2128
23.0	1.430509	1962	1962
24.0	1.430509	1684	1684
25.0	1.430509	1570	1570
26.0	1.430509	1338	1338
27.0	1.430509	1297	1297
28.0	1.430509	1277	1277
29.0	1.430509	1037	1037
30.0	1.430509	965	965
31.0	1.430509	912	912
32.0	1.430509	856	856
33.0	1.430509	803	803
34.0	1.430509	696	696
35.0	1.430509	637	637
36.0	1.430509	592	592
37.0	1.430509	541	541
38.0	1.430509	537	537
39.0	1.430509	493	493
40.0	1.430509	471	471
41.0	1.430509	431	431
42.0	1.430509	408	408
43.0	1.430509	388	388
44.0	1.430509	376	376
45.0	1.430509	340	340
46.0	1.430509	358	358
47.0	1.430509	317	317
48.0	1.430509	265	265
49.0	1.430509	290	290
50.0	1.430509	250	250
51.0	1.430509	254	254
52.0	1.430509	247	247
53.0	1.430509	236	236
54.0	1.430509	211	211
55.0	1.430509	215	215
56.0	1.430509	189	189
57.0	1.430509	190	190
58.0	1.430509	181	181
59.0	1.430509	167	167
60.0	1.430509	162	162
61.0	1.430509	182	182
62.0	1.430509	134	134
63.0	1.430509	159	159
64.0	1.430509	151	151
65.0	1.430509	118	118
66.0	1.430509	128	128
67.0	1.430509	124	124
68.0	1.430509	147	147
69.0	1.430509	111	111
70.0	1.430509	109	109
71.0	1.430509	104	104
72.0	1.430509	97	97
73.0	1.430509	90	90
74.0	1.430509	97	97
75.0	1.430509	82	82
76.0	1.430509	93	93
77.0	1.430509	81	81
78.0	1.430509	68	68
79.0	1.430509	77	77
80.0	1.430509	62	62
81.0	1.430509	68	68
82.0	1.430509	91	91
83.0	1.430509	75	75
84.0	1.430509	58	58
85.0	1.430509	62	62
86.0	1.430509	52	52
87.0	1.430509	58	58
88.0	1.430509	46	46
89.0	1.430509	47	47
90.0	1.430509	57	57
91.0	1.430509	46	46
92.0	1.430509	56	56
93.0	1.430509	45	45
94.0	1.430509	53	53
95.0	1.430509	49	49
96.0	1.430509	55	55
97.0	1.430509	54	54
98.0	1.430509	54	54
99.0	1.430509	39	39
100.0	1.430509	39	39
101.0	0	52	52
102.0	0	36	36
103.0	0	47	47
104.0	0	29	29
105.0	0	41	41
106.0	0	44	44
107.0	0	27	27
108.0	0	31	31
109.0	0	31	31
110.0	0	29	29
111.0	0	33	33
112.0	0	24	24
113.0	0	33	33
114.0	0	27	27
115.0	0	23	23
