## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/4220S_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/4220S_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/4220S_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Mar 29 01:17:13 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	9945720	2524664	0	0	4523021	0	0.454771	7279232

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3192166	3192166
2.0	1.255045	1335757	1335757
3.0	1.320093	512440	512440
4.0	1.336683	192426	192426
5.0	1.340915	75742	75742
6.0	1.341994	34374	34374
7.0	1.342269	18851	18851
8.0	1.342339	11676	11676
9.0	1.342357	8075	8075
10.0	1.342362	6164	6164
11.0	1.342363	4641	4641
12.0	1.342363	3737	3737
13.0	1.342363	3088	3088
14.0	1.342363	2626	2626
15.0	1.342363	2104	2104
16.0	1.342363	1826	1826
17.0	1.342363	1499	1499
18.0	1.342363	1350	1350
19.0	1.342363	1166	1166
20.0	1.342363	991	991
21.0	1.342363	937	937
22.0	1.342363	821	821
23.0	1.342363	673	673
24.0	1.342363	669	669
25.0	1.342363	612	612
26.0	1.342363	515	515
27.0	1.342363	441	441
28.0	1.342363	433	433
29.0	1.342363	407	407
30.0	1.342363	347	347
31.0	1.342363	329	329
32.0	1.342363	302	302
33.0	1.342363	286	286
34.0	1.342363	282	282
35.0	1.342363	248	248
36.0	1.342363	226	226
37.0	1.342363	235	235
38.0	1.342363	215	215
39.0	1.342363	196	196
40.0	1.342363	179	179
41.0	1.342363	156	156
42.0	1.342363	153	153
43.0	1.342363	138	138
44.0	1.342363	131	131
45.0	1.342363	139	139
46.0	1.342363	123	123
47.0	1.342363	112	112
48.0	1.342363	97	97
49.0	1.342363	94	94
50.0	1.342363	102	102
51.0	1.342363	109	109
52.0	1.342363	89	89
53.0	1.342363	83	83
54.0	1.342363	77	77
55.0	1.342363	72	72
56.0	1.342363	57	57
57.0	1.342363	57	57
58.0	1.342363	55	55
59.0	1.342363	67	67
60.0	1.342363	65	65
61.0	1.342363	57	57
62.0	1.342363	44	44
63.0	1.342363	55	55
64.0	1.342363	50	50
65.0	1.342363	48	48
66.0	1.342363	25	25
67.0	1.342363	40	40
68.0	1.342363	29	29
69.0	1.342363	47	47
70.0	1.342363	35	35
71.0	1.342363	35	35
72.0	1.342363	42	42
73.0	1.342363	36	36
74.0	1.342363	41	41
75.0	1.342363	29	29
76.0	1.342363	32	32
77.0	1.342363	21	21
78.0	1.342363	31	31
79.0	1.342363	26	26
80.0	1.342363	20	20
81.0	1.342363	21	21
82.0	1.342363	28	28
83.0	1.342363	15	15
84.0	1.342363	18	18
85.0	1.342363	30	30
86.0	1.342363	21	21
87.0	1.342363	22	22
88.0	1.342363	22	22
89.0	1.342363	19	19
90.0	1.342363	15	15
91.0	1.342363	18	18
92.0	1.342363	22	22
93.0	1.342363	14	14
94.0	1.342363	16	16
95.0	1.342363	11	11
96.0	1.342363	22	22
97.0	1.342363	10	10
98.0	1.342363	12	12
99.0	1.342363	16	16
100.0	1.342363	13	13
101.0	0	11	11
102.0	0	10	10
103.0	0	17	17
104.0	0	12	12
105.0	0	7	7
106.0	0	16	16
107.0	0	9	9
108.0	0	7	7
109.0	0	7	7
110.0	0	13	13
111.0	0	6	6
112.0	0	9	9
113.0	0	5	5
114.0	0	10	10
115.0	0	5	5
116.0	0	5	5
117.0	0	9	9
118.0	0	5	5
119.0	0	7	7
120.0	0	6	6
121.0	0	5	5
122.0	0	6	6
123.0	0	12	12
124.0	0	8	8
125.0	0	10	10
126.0	0	5	5
127.0	0	7	7
128.0	0	7	7
129.0	0	10	10
130.0	0	3	3
131.0	0	5	5
132.0	0	5	5
133.0	0	9	9
134.0	0	6	6
135.0	0	4	4
136.0	0	7	7
137.0	0	5	5
138.0	0	9	9
139.0	0	3	3
140.0	0	2	2
141.0	0	5	5
142.0	0	3	3
143.0	0	7	7
144.0	0	5	5
145.0	0	5	5
146.0	0	4	4
147.0	0	6	6
148.0	0	4	4
149.0	0	5	5
150.0	0	3	3
152.0	0	6	6
153.0	0	3	3
154.0	0	5	5
155.0	0	6	6
156.0	0	1	1
157.0	0	1	1
158.0	0	2	2
159.0	0	3	3
160.0	0	3	3
161.0	0	1	1
162.0	0	3	3
163.0	0	2	2
164.0	0	1	1
165.0	0	4	4
166.0	0	3	3
167.0	0	4	4
168.0	0	2	2
169.0	0	2	2
170.0	0	1	1
171.0	0	3	3
172.0	0	3	3
173.0	0	1	1
174.0	0	4	4
175.0	0	3	3
176.0	0	2	2
178.0	0	2	2
179.0	0	3	3
180.0	0	3	3
182.0	0	2	2
183.0	0	2	2
185.0	0	1	1
186.0	0	3	3
188.0	0	1	1
189.0	0	1	1
190.0	0	1	1
191.0	0	1	1
192.0	0	5	5
193.0	0	2	2
194.0	0	1	1
195.0	0	1	1
196.0	0	3	3
197.0	0	1	1
198.0	0	3	3
200.0	0	1	1
202.0	0	1	1
203.0	0	1	1
204.0	0	1	1
205.0	0	2	2
208.0	0	1	1
209.0	0	4	4
210.0	0	2	2
211.0	0	1	1
215.0	0	3	3
216.0	0	1	1
217.0	0	1	1
218.0	0	1	1
219.0	0	1	1
220.0	0	2	2
221.0	0	2	2
224.0	0	2	2
225.0	0	3	3
226.0	0	3	3
227.0	0	2	2
228.0	0	2	2
229.0	0	1	1
233.0	0	3	3
236.0	0	1	1
237.0	0	3	3
238.0	0	1	1
240.0	0	1	1
241.0	0	2	2
243.0	0	2	2
246.0	0	1	1
251.0	0	1	1
252.0	0	2	2
253.0	0	1	1
254.0	0	1	1
256.0	0	2	2
264.0	0	1	1
265.0	0	1	1
267.0	0	1	1
270.0	0	2	2
271.0	0	2	2
273.0	0	1	1
277.0	0	1	1
279.0	0	1	1
283.0	0	1	1
285.0	0	1	1
287.0	0	2	2
298.0	0	1	1
301.0	0	1	1
305.0	0	2	2
315.0	0	1	1
330.0	0	1	1
332.0	0	1	1
336.0	0	1	1
339.0	0	1	1
352.0	0	1	1
353.0	0	1	1
362.0	0	1	1
366.0	0	1	1
367.0	0	1	1
372.0	0	1	1
374.0	0	1	1
393.0	0	1	1
408.0	0	1	1
417.0	0	1	1
419.0	0	1	1
448.0	0	1	1
449.0	0	1	1
456.0	0	1	1
472.0	0	1	1
473.0	0	1	1
520.0	0	1	1
549.0	0	1	1
571.0	0	1	1
576.0	0	1	1
584.0	0	1	1
592.0	0	1	1
800.0	0	1	1
838.0	0	1	1
913.0	0	1	1

