## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/4306S_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/4306S_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/4306S_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Mar 29 01:02:13 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	17313210	5736706	0	0	10575568	0	0.610838	7475106

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	2902069	2902069
2.0	1.098656	1750841	1750841
3.0	1.108389	968715	968715
4.0	1.109349	501273	501273
5.0	1.109444	250705	250705
6.0	1.109453	124870	124870
7.0	1.109454	65091	65091
8.0	1.109454	37267	37267
9.0	1.109454	23358	23358
10.0	1.109454	16421	16421
11.0	1.109454	12208	12208
12.0	1.109454	9389	9389
13.0	1.109454	7672	7672
14.0	1.109454	6430	6430
15.0	1.109454	5395	5395
16.0	1.109454	4633	4633
17.0	1.109454	3919	3919
18.0	1.109454	3376	3376
19.0	1.109454	2961	2961
20.0	1.109454	2777	2777
21.0	1.109454	2446	2446
22.0	1.109454	2151	2151
23.0	1.109454	1992	1992
24.0	1.109454	1765	1765
25.0	1.109454	1574	1574
26.0	1.109454	1384	1384
27.0	1.109454	1295	1295
28.0	1.109454	1235	1235
29.0	1.109454	1095	1095
30.0	1.109454	974	974
31.0	1.109454	972	972
32.0	1.109454	931	931
33.0	1.109454	860	860
34.0	1.109454	760	760
35.0	1.109454	731	731
36.0	1.109454	756	756
37.0	1.109454	646	646
38.0	1.109454	605	605
39.0	1.109454	572	572
40.0	1.109454	552	552
41.0	1.109454	489	489
42.0	1.109454	475	475
43.0	1.109454	412	412
44.0	1.109454	435	435
45.0	1.109454	424	424
46.0	1.109454	431	431
47.0	1.109454	421	421
48.0	1.109454	349	349
49.0	1.109454	357	357
50.0	1.109454	342	342
51.0	1.109454	303	303
52.0	1.109454	323	323
53.0	1.109454	253	253
54.0	1.109454	288	288
55.0	1.109454	260	260
56.0	1.109454	259	259
57.0	1.109454	236	236
58.0	1.109454	230	230
59.0	1.109454	206	206
60.0	1.109454	226	226
61.0	1.109454	191	191
62.0	1.109454	205	205
63.0	1.109454	190	190
64.0	1.109454	188	188
65.0	1.109454	177	177
66.0	1.109454	166	166
67.0	1.109454	167	167
68.0	1.109454	173	173
69.0	1.109454	157	157
70.0	1.109454	162	162
71.0	1.109454	151	151
72.0	1.109454	128	128
73.0	1.109454	113	113
74.0	1.109454	132	132
75.0	1.109454	121	121
76.0	1.109454	122	122
77.0	1.109454	116	116
78.0	1.109454	114	114
79.0	1.109454	115	115
80.0	1.109454	120	120
81.0	1.109454	100	100
82.0	1.109454	89	89
83.0	1.109454	115	115
84.0	1.109454	85	85
85.0	1.109454	87	87
86.0	1.109454	85	85
87.0	1.109454	99	99
88.0	1.109454	72	72
89.0	1.109454	87	87
90.0	1.109454	84	84
91.0	1.109454	73	73
92.0	1.109454	72	72
93.0	1.109454	66	66
94.0	1.109454	73	73
95.0	1.109454	82	82
96.0	1.109454	57	57
97.0	1.109454	65	65
98.0	1.109454	66	66
99.0	1.109454	72	72
100.0	1.109454	53	53
101.0	0	58	58
102.0	0	62	62
103.0	0	56	56
104.0	0	47	47
105.0	0	57	57
106.0	0	48	48
107.0	0	59	59
108.0	0	52	52
109.0	0	60	60
110.0	0	64	64
111.0	0	50	50
112.0	0	38	38
113.0	0	54	54
114.0	0	51	51
115.0	0	42	42
116.0	0	52	52
117.0	0	45	45
118.0	0	32	32
119.0	0	33	33
120.0	0	48	48
121.0	0	45	45
122.0	0	33	33
123.0	0	26	26
124.0	0	39	39
125.0	0	34	34
126.0	0	32	32
127.0	0	37	37
128.0	0	38	38
129.0	0	42	42
130.0	0	37	37
131.0	0	32	32
132.0	0	35	35
133.0	0	33	33
134.0	0	32	32
135.0	0	30	30
136.0	0	29	29
137.0	0	29	29
138.0	0	29	29
139.0	0	28	28
140.0	0	28	28
141.0	0	39	39
142.0	0	22	22
143.0	0	33	33
144.0	0	23	23
145.0	0	15	15
146.0	0	22	22
147.0	0	20	20
148.0	0	23	23
149.0	0	19	19
150.0	0	20	20
