## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/WT_DSS_D1_REP1_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/WT_DSS_D1_REP1_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/WT_DSS_D1_REP1_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 12 09:12:42 PST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	7341	15986052	5315440	0	4028	5106721	0	0.319501	19347060

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	10105242	10105242
2.0	1.437675	429859	429859
3.0	1.629235	109894	109894
4.0	1.713076	54160	54160
5.0	1.749771	33518	33518
6.0	1.765831	22869	22869
7.0	1.772861	16488	16488
8.0	1.775937	12681	12681
9.0	1.777284	10060	10060
10.0	1.777873	8126	8126
11.0	1.778131	6765	6765
12.0	1.778244	5591	5591
13.0	1.778293	4818	4818
14.0	1.778315	4287	4287
15.0	1.778324	3640	3640
16.0	1.778329	3202	3202
17.0	1.77833	2829	2829
18.0	1.778331	2590	2590
19.0	1.778332	2284	2284
20.0	1.778332	2089	2089
21.0	1.778332	1913	1913
22.0	1.778332	1677	1677
23.0	1.778332	1578	1578
24.0	1.778332	1489	1489
25.0	1.778332	1277	1277
26.0	1.778332	1181	1181
27.0	1.778332	1107	1107
28.0	1.778332	1036	1036
29.0	1.778332	977	977
30.0	1.778332	942	942
31.0	1.778332	880	880
32.0	1.778332	815	815
33.0	1.778332	763	763
34.0	1.778332	674	674
35.0	1.778332	684	684
36.0	1.778332	677	677
37.0	1.778332	610	610
38.0	1.778332	573	573
39.0	1.778332	548	548
40.0	1.778332	509	509
41.0	1.778332	484	484
42.0	1.778332	441	441
43.0	1.778332	463	463
44.0	1.778332	457	457
45.0	1.778332	404	404
46.0	1.778332	389	389
47.0	1.778332	397	397
48.0	1.778332	345	345
49.0	1.778332	341	341
50.0	1.778332	355	355
51.0	1.778332	318	318
52.0	1.778332	303	303
53.0	1.778332	268	268
54.0	1.778332	299	299
55.0	1.778332	282	282
56.0	1.778332	252	252
57.0	1.778332	225	225
58.0	1.778332	240	240
59.0	1.778332	260	260
60.0	1.778332	246	246
61.0	1.778332	249	249
62.0	1.778332	207	207
63.0	1.778332	202	202
64.0	1.778332	206	206
65.0	1.778332	194	194
66.0	1.778332	186	186
67.0	1.778332	179	179
68.0	1.778332	189	189
69.0	1.778332	177	177
70.0	1.778332	162	162
71.0	1.778332	143	143
72.0	1.778332	173	173
73.0	1.778332	134	134
74.0	1.778332	179	179
75.0	1.778332	154	154
76.0	1.778332	153	153
77.0	1.778332	130	130
78.0	1.778332	140	140
79.0	1.778332	111	111
80.0	1.778332	114	114
81.0	1.778332	144	144
82.0	1.778332	110	110
83.0	1.778332	117	117
84.0	1.778332	116	116
85.0	1.778332	109	109
86.0	1.778332	105	105
87.0	1.778332	116	116
88.0	1.778332	93	93
89.0	1.778332	110	110
90.0	1.778332	93	93
91.0	1.778332	81	81
92.0	1.778332	98	98
93.0	1.778332	91	91
94.0	1.778332	105	105
95.0	1.778332	98	98
96.0	1.778332	90	90
97.0	1.778332	82	82
98.0	1.778332	73	73
99.0	1.778332	87	87
100.0	1.778332	60	60
101.0	0	66	66
102.0	0	61	61
103.0	0	85	85
104.0	0	80	80
105.0	0	74	74
106.0	0	76	76
107.0	0	69	69
108.0	0	80	80
109.0	0	68	68
110.0	0	70	70
111.0	0	63	63
112.0	0	55	55
113.0	0	62	62
114.0	0	48	48
115.0	0	51	51
116.0	0	53	53
117.0	0	66	66
118.0	0	66	66
119.0	0	59	59
120.0	0	46	46
121.0	0	50	50
122.0	0	59	59
123.0	0	44	44
124.0	0	41	41
125.0	0	56	56
126.0	0	49	49
127.0	0	36	36
128.0	0	58	58
129.0	0	46	46
130.0	0	40	40
131.0	0	44	44
132.0	0	55	55
133.0	0	46	46
134.0	0	35	35
135.0	0	53	53
136.0	0	46	46
137.0	0	32	32
138.0	0	36	36
139.0	0	34	34
140.0	0	45	45
141.0	0	27	27
142.0	0	34	34
143.0	0	28	28
144.0	0	32	32
145.0	0	30	30
146.0	0	40	40
147.0	0	36	36
148.0	0	30	30
149.0	0	30	30
150.0	0	36	36
151.0	0	32	32
152.0	0	32	32
153.0	0	38	38
154.0	0	37	37
155.0	0	39	39
156.0	0	29	29
157.0	0	25	25
158.0	0	22	22
159.0	0	23	23
160.0	0	24	24
161.0	0	26	26
162.0	0	27	27
163.0	0	24	24
164.0	0	31	31
165.0	0	25	25
166.0	0	25	25
167.0	0	26	26
168.0	0	24	24
169.0	0	28	28
170.0	0	24	24
171.0	0	27	27
172.0	0	16	16
173.0	0	32	32
174.0	0	25	25
175.0	0	24	24
176.0	0	23	23
177.0	0	17	17
178.0	0	23	23
179.0	0	38	38
180.0	0	23	23
181.0	0	19	19
182.0	0	27	27
183.0	0	15	15
184.0	0	29	29
185.0	0	20	20
186.0	0	30	30
187.0	0	22	22
188.0	0	15	15
189.0	0	22	22
190.0	0	16	16
191.0	0	16	16
192.0	0	15	15
193.0	0	17	17
194.0	0	11	11
195.0	0	14	14
196.0	0	12	12
197.0	0	10	10
198.0	0	26	26
199.0	0	18	18
200.0	0	20	20
201.0	0	17	17
202.0	0	18	18
203.0	0	17	17
204.0	0	23	23
205.0	0	17	17
206.0	0	10	10
207.0	0	17	17
208.0	0	12	12
209.0	0	22	22
210.0	0	21	21
211.0	0	13	13
212.0	0	15	15
213.0	0	13	13
214.0	0	15	15
215.0	0	20	20
216.0	0	16	16
217.0	0	17	17
218.0	0	14	14
219.0	0	24	24
220.0	0	10	10
221.0	0	20	20
222.0	0	13	13
223.0	0	15	15
224.0	0	15	15
225.0	0	21	21
226.0	0	14	14
227.0	0	8	8
228.0	0	9	9
229.0	0	19	19
230.0	0	10	10
231.0	0	10	10
232.0	0	7	7
233.0	0	20	20
234.0	0	15	15
235.0	0	12	12
236.0	0	13	13
237.0	0	12	12
238.0	0	11	11
239.0	0	14	14
240.0	0	10	10
241.0	0	12	12
242.0	0	7	7
243.0	0	16	16
244.0	0	7	7
245.0	0	9	9
246.0	0	8	8
247.0	0	15	15
248.0	0	12	12
249.0	0	13	13
250.0	0	12	12
251.0	0	9	9
252.0	0	6	6
253.0	0	10	10
254.0	0	17	17
255.0	0	11	11
256.0	0	11	11
257.0	0	12	12
258.0	0	16	16
259.0	0	5	5
260.0	0	9	9
261.0	0	9	9
262.0	0	8	8
263.0	0	7	7
264.0	0	6	6
265.0	0	14	14
266.0	0	9	9
267.0	0	10	10
268.0	0	10	10
269.0	0	15	15
270.0	0	15	15
271.0	0	12	12
272.0	0	15	15
273.0	0	8	8
274.0	0	7	7
275.0	0	4	4
276.0	0	7	7
277.0	0	12	12
278.0	0	11	11
279.0	0	7	7
280.0	0	5	5
281.0	0	5	5
282.0	0	6	6
283.0	0	4	4
284.0	0	9	9
285.0	0	9	9
286.0	0	10	10
287.0	0	5	5
288.0	0	6	6
289.0	0	9	9
290.0	0	7	7
291.0	0	9	9
292.0	0	3	3
293.0	0	3	3
294.0	0	12	12
295.0	0	14	14
296.0	0	11	11
297.0	0	7	7
298.0	0	7	7
299.0	0	11	11
300.0	0	8	8
301.0	0	6	6
302.0	0	4	4
303.0	0	6	6
304.0	0	9	9
305.0	0	7	7
306.0	0	9	9
307.0	0	5	5
308.0	0	13	13
309.0	0	4	4
310.0	0	8	8
311.0	0	7	7
312.0	0	3	3
313.0	0	5	5
314.0	0	8	8
315.0	0	6	6
316.0	0	4	4
317.0	0	5	5
318.0	0	8	8
319.0	0	3	3
320.0	0	6	6
321.0	0	9	9
322.0	0	9	9
323.0	0	6	6
324.0	0	2	2
325.0	0	5	5
326.0	0	3	3
327.0	0	9	9
328.0	0	7	7
329.0	0	5	5
330.0	0	7	7
331.0	0	4	4
332.0	0	8	8
333.0	0	4	4
334.0	0	1	1
335.0	0	8	8
336.0	0	7	7
337.0	0	5	5
338.0	0	3	3
339.0	0	6	6
340.0	0	7	7
341.0	0	11	11
342.0	0	5	5
343.0	0	4	4
344.0	0	1	1
345.0	0	11	11
346.0	0	3	3
347.0	0	3	3
348.0	0	6	6
349.0	0	4	4
350.0	0	8	8
351.0	0	6	6
352.0	0	4	4
353.0	0	6	6
354.0	0	6	6
355.0	0	4	4
356.0	0	5	5
358.0	0	6	6
359.0	0	5	5
360.0	0	4	4
361.0	0	2	2
362.0	0	5	5
363.0	0	6	6
364.0	0	3	3
365.0	0	4	4
366.0	0	2	2
367.0	0	2	2
368.0	0	7	7
369.0	0	4	4
370.0	0	7	7
371.0	0	5	5
372.0	0	3	3
373.0	0	4	4
374.0	0	4	4
375.0	0	2	2
376.0	0	2	2
377.0	0	2	2
378.0	0	4	4
379.0	0	5	5
380.0	0	3	3
381.0	0	6	6
382.0	0	2	2
383.0	0	2	2
384.0	0	2	2
385.0	0	3	3
386.0	0	9	9
387.0	0	2	2
388.0	0	4	4
389.0	0	2	2
390.0	0	3	3
391.0	0	6	6
392.0	0	2	2
393.0	0	5	5
394.0	0	2	2
395.0	0	1	1
396.0	0	5	5
397.0	0	5	5
398.0	0	1	1
399.0	0	4	4
400.0	0	3	3
401.0	0	4	4
402.0	0	4	4
403.0	0	3	3
404.0	0	2	2
405.0	0	5	5
406.0	0	2	2
407.0	0	4	4
408.0	0	3	3
409.0	0	2	2
410.0	0	3	3
411.0	0	5	5
412.0	0	4	4
413.0	0	1	1
414.0	0	3	3
415.0	0	4	4
416.0	0	2	2
417.0	0	4	4
418.0	0	3	3
419.0	0	1	1
420.0	0	2	2
421.0	0	4	4
422.0	0	2	2
423.0	0	3	3
424.0	0	4	4
425.0	0	1	1
426.0	0	1	1
427.0	0	1	1
428.0	0	3	3
429.0	0	3	3
430.0	0	1	1
431.0	0	1	1
432.0	0	2	2
433.0	0	2	2
434.0	0	3	3
435.0	0	3	3
436.0	0	4	4
437.0	0	4	4
438.0	0	4	4
439.0	0	1	1
440.0	0	3	3
441.0	0	5	5
442.0	0	3	3
443.0	0	5	5
444.0	0	3	3
446.0	0	4	4
447.0	0	1	1
448.0	0	2	2
449.0	0	3	3
450.0	0	1	1
451.0	0	1	1
452.0	0	3	3
453.0	0	4	4
454.0	0	3	3
455.0	0	4	4
456.0	0	5	5
457.0	0	5	5
458.0	0	2	2
459.0	0	4	4
460.0	0	1	1
461.0	0	7	7
463.0	0	2	2
464.0	0	3	3
465.0	0	1	1
466.0	0	1	1
467.0	0	1	1
468.0	0	1	1
469.0	0	1	1
470.0	0	1	1
471.0	0	1	1
472.0	0	3	3
474.0	0	2	2
475.0	0	3	3
476.0	0	6	6
478.0	0	1	1
479.0	0	2	2
480.0	0	1	1
481.0	0	1	1
482.0	0	3	3
483.0	0	1	1
484.0	0	3	3
487.0	0	2	2
488.0	0	3	3
489.0	0	1	1
490.0	0	2	2
491.0	0	2	2
492.0	0	2	2
493.0	0	2	2
494.0	0	2	2
495.0	0	5	5
496.0	0	2	2
497.0	0	1	1
498.0	0	3	3
499.0	0	2	2
500.0	0	1	1
501.0	0	2	2
503.0	0	2	2
504.0	0	1	1
505.0	0	2	2
507.0	0	3	3
509.0	0	4	4
510.0	0	1	1
511.0	0	3	3
512.0	0	1	1
513.0	0	3	3
514.0	0	1	1
515.0	0	2	2
516.0	0	1	1
517.0	0	1	1
518.0	0	4	4
519.0	0	4	4
520.0	0	1	1
521.0	0	1	1
522.0	0	1	1
523.0	0	3	3
524.0	0	4	4
525.0	0	5	5
526.0	0	4	4
527.0	0	2	2
529.0	0	2	2
530.0	0	1	1
532.0	0	4	4
533.0	0	2	2
534.0	0	3	3
535.0	0	2	2
536.0	0	2	2
537.0	0	5	5
539.0	0	2	2
541.0	0	1	1
542.0	0	3	3
543.0	0	3	3
544.0	0	1	1
545.0	0	1	1
546.0	0	2	2
547.0	0	3	3
548.0	0	2	2
549.0	0	4	4
550.0	0	1	1
551.0	0	1	1
553.0	0	4	4
554.0	0	3	3
555.0	0	4	4
556.0	0	1	1
557.0	0	3	3
558.0	0	2	2
559.0	0	2	2
560.0	0	1	1
561.0	0	1	1
563.0	0	1	1
564.0	0	1	1
565.0	0	1	1
566.0	0	3	3
567.0	0	3	3
568.0	0	3	3
569.0	0	2	2
570.0	0	4	4
571.0	0	4	4
573.0	0	1	1
575.0	0	2	2
576.0	0	1	1
577.0	0	1	1
578.0	0	1	1
579.0	0	1	1
580.0	0	3	3
581.0	0	2	2
582.0	0	1	1
583.0	0	1	1
584.0	0	1	1
586.0	0	1	1
587.0	0	1	1
588.0	0	1	1
589.0	0	1	1
590.0	0	2	2
