## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/4202L_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/4202L_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/4202L_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Mar 29 03:15:43 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	16112862	4039928	0	0	5946958	0	0.369081	16039799

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	7146913	7146913
2.0	1.366208	2049063	2049063
3.0	1.500315	567178	567178
4.0	1.549427	176961	176961
5.0	1.567412	71812	71812
6.0	1.573998	37607	37607
7.0	1.57641	23611	23611
8.0	1.577293	16164	16164
9.0	1.577617	11853	11853
10.0	1.577735	8950	8950
11.0	1.577778	7219	7219
12.0	1.577794	5788	5788
13.0	1.5778	4720	4720
14.0	1.577802	3869	3869
15.0	1.577803	3236	3236
16.0	1.577803	2840	2840
17.0	1.577803	2502	2502
18.0	1.577803	2056	2056
19.0	1.577804	1890	1890
20.0	1.577804	1700	1700
21.0	1.577804	1485	1485
22.0	1.577804	1277	1277
23.0	1.577804	1196	1196
24.0	1.577804	1008	1008
25.0	1.577804	932	932
26.0	1.577804	831	831
27.0	1.577804	775	775
28.0	1.577804	713	713
29.0	1.577804	678	678
30.0	1.577804	576	576
31.0	1.577804	542	542
32.0	1.577804	552	552
33.0	1.577804	496	496
34.0	1.577804	441	441
35.0	1.577804	390	390
36.0	1.577804	397	397
37.0	1.577804	363	363
38.0	1.577804	306	306
39.0	1.577804	290	290
40.0	1.577804	309	309
41.0	1.577804	267	267
42.0	1.577804	240	240
43.0	1.577804	247	247
44.0	1.577804	224	224
45.0	1.577804	209	209
46.0	1.577804	180	180
47.0	1.577804	191	191
48.0	1.577804	185	185
49.0	1.577804	162	162
50.0	1.577804	163	163
51.0	1.577804	155	155
52.0	1.577804	175	175
53.0	1.577804	120	120
54.0	1.577804	112	112
55.0	1.577804	141	141
56.0	1.577804	120	120
57.0	1.577804	112	112
58.0	1.577804	122	122
59.0	1.577804	108	108
60.0	1.577804	92	92
61.0	1.577804	90	90
62.0	1.577804	88	88
63.0	1.577804	71	71
64.0	1.577804	87	87
65.0	1.577804	86	86
66.0	1.577804	79	79
67.0	1.577804	65	65
68.0	1.577804	82	82
69.0	1.577804	73	73
70.0	1.577804	59	59
71.0	1.577804	78	78
72.0	1.577804	58	58
73.0	1.577804	52	52
74.0	1.577804	49	49
75.0	1.577804	58	58
76.0	1.577804	53	53
77.0	1.577804	62	62
78.0	1.577804	51	51
79.0	1.577804	38	38
80.0	1.577804	44	44
81.0	1.577804	42	42
82.0	1.577804	34	34
83.0	1.577804	41	41
84.0	1.577804	41	41
85.0	1.577804	46	46
86.0	1.577804	43	43
87.0	1.577804	35	35
88.0	1.577804	45	45
89.0	1.577804	34	34
90.0	1.577804	24	24
91.0	1.577804	33	33
92.0	1.577804	26	26
93.0	1.577804	23	23
94.0	1.577804	31	31
95.0	1.577804	28	28
96.0	1.577804	32	32
97.0	1.577804	33	33
98.0	1.577804	21	21
99.0	1.577804	20	20
100.0	1.577804	28	28
101.0	0	26	26
102.0	0	22	22
103.0	0	21	21
104.0	0	21	21
105.0	0	21	21
106.0	0	14	14
107.0	0	27	27
108.0	0	11	11
109.0	0	8	8
110.0	0	20	20
111.0	0	20	20
112.0	0	20	20
113.0	0	15	15
114.0	0	14	14
115.0	0	12	12
116.0	0	15	15
117.0	0	22	22
118.0	0	12	12
119.0	0	11	11
120.0	0	15	15
121.0	0	12	12
122.0	0	10	10
123.0	0	14	14
124.0	0	12	12
125.0	0	13	13
126.0	0	13	13
127.0	0	8	8
128.0	0	14	14
